city,xco2_ppm,xco2_numsams,xco2_std,lat_mean,lon_mean,lat_median,lon_median,target_name,sif_757nm,sif_numsams,sif_std,wkt_center,wkt_boundary,country,region,population,gdp_bil_usd,annual_co2_em_mtco2,numsams_ahn2025,low_sample_count,quadrant,coastal_km,is_coastal
Calgary,415.8156,44544.0,3.5794494,51.074883,-114.07803,51.080643,-114.08809,fossil_Calgary_Canada,0.15099907,126304,0.26303506,POINT(-114.06301 51.04532000000006),"POLYGON((-114.6290037139977 50.68438145855307,-114.6378347582616 51.40345263381045,-113.4881852417383 51.40345263381045,-113.4970162860022 50.68438145855307,-114.6290037139977 50.68438145855307))",,,,,,,True,LOW_both,1039.3530597765102,False
Cape Town,413.643,18578.0,2.7678623,-33.846096,18.626032,-33.852272,18.62217,fossil_Cape_Town_South_Africa,0.11539459,31798,0.17545153,POINT(18.42198000000008 -33.91908999999998),"POLYGON((17.98758198266324 -34.27892674795156,17.99122665085767 -33.55771279810824,18.85273334914248 -33.55771279810824,18.85637801733691 -34.27892674795156,17.98758198266324 -34.27892674795156))",South Africa,Africa,3922881.0,75.1,43.121,15.0,False,HIGH_emissions_LOW_conc,10.568316845237618,True
Caracas,415.26443,2864.0,3.1179833,10.32232,-66.84106,10.293279,-66.83415,fossil_Caracas_Venezuela,0.27634525,38823,0.21070695,POINT(-66.87918999999994 10.48801000000003),"POLYGON((-67.24416422689075 10.12617599670484,-67.2450125628039 10.84941598556997,-66.51336743719598 10.84941598556997,-66.51421577310913 10.12617599670484,-67.24416422689075 10.12617599670484))",,,,,,,True,LOW_both,11.0447589446605,True
Chandigarh,415.01083,5.0,0.41190305,30.598501,76.395096,30.601515,76.39848,fossil_Chandigarh_India,0.16684818,3613,0.17521228,POINT(76.76 30.74),"POLYGON((77.179634 31.098652,76.34037 31.098652,76.343483 30.380009,77.176521 30.380009,77.179634 31.098652))",,,,,,,True,LOW_both,1252.0737222465573,False
Changchun,418.5368,18371.0,4.5557985,43.889366,125.27431,43.890186,125.262405,fossil_Changchun_China,0.14963579,61864,0.27057576,POINT(125.3036800000001 43.88415000000003),"POLYGON((124.8089085533287 43.52306444182543,124.8029135728832 44.24304468412491,125.8044464271169 44.24304468412491,125.7984514466715 43.52306444182543,124.8089085533287 43.52306444182543))",,,,,,,True,LOW_emissions_HIGH_conc,596.0006530197265,False
Charlotte,414.0166,1492.0,1.048616,35.206036,-81.036804,35.2159,-81.059906,fossil_GG_Allen_powerplant,0.32215977,7982,0.25191775,POINT(-81.0122 35.1897),"POLYGON((-81.3405064284567 34.91884390855673,-81.34268901645373 35.45964809925279,-80.68171098354622 35.45964809925279,-80.68389357154331 34.91884390855673,-81.3405064284567 34.91884390855673))",,,,,,,True,LOW_both,315.3808597295059,False
Charlottesville,414.62378,4194.0,4.528424,37.916576,-78.273125,37.915108,-78.275986,sif_University_of_Virginia_USA,0.3687153,10139,0.24453646,POINT(-78.2739 37.9229),"POLYGON((-78.50081530170378 37.74249055211182,-78.50192535230494 38.10286424985315,-78.04587464769506 38.10286424985315,-78.0469846982962 37.74249055211182,-78.50081530170378 37.74249055211182))",,,,,,,True,LOW_both,152.68945235837205,False
Chengdu,417.11496,6428.0,3.2534118,30.68528,104.07369,30.685555,104.06993,fossil_Chengdu_China,0.20179367,30059,0.18217169,POINT(104.0758000000001 30.67190000000005),"POLYGON((103.6599319449112 30.31042617547351,103.656829505132 31.03201285731109,104.4947704948681 31.03201285731109,104.4916680550889 30.31042617547351,103.6599319449112 30.31042617547351))",China,Central East Asia,10212401.0,291.8,15.893,3.0,False,LOW_both,1215.700109612611,False
Chennai,418.61682,2330.0,3.4139178,13.095056,80.13438,13.094727,80.149,fossil_Chennai_India,0.18850613,24382,0.1562245,POINT(80.28252000000003 13.08362000000005),"POLYGON((79.91421040572936 12.72179740459086,79.91313540485316 13.44490557786094,80.6519045951469 13.44490557786094,80.6508295942707 12.72179740459086,79.91421040572936 12.72179740459086))",India,South and West Asia,10533570.0,182.6,11.382,1.0,False,LOW_emissions_HIGH_conc,0.12673636998239848,True
Chicago,418.281,14710.0,4.022287,41.835567,-87.83881,41.825226,-87.845665,fossil_Chicago_USA,0.20382833,37174,0.19925243,POINT(-87.63244999999995 41.88425000000007),"POLYGON((-88.11168676528034 41.52311026938241,-88.11709930035195 42.24334463282344,-87.14780069964795 42.24334463282344,-87.15321323471956 41.52311026938241,-88.11168676528034 41.52311026938241))",USA,North America,3493266.0,308.7,25.168,4.0,False,LOW_emissions_HIGH_conc,1301.428037995495,False
Chifeng,415.66693,24071.0,4.277696,42.29156,118.95277,42.297653,118.95892,fossil_Chifeng_China,0.096811295,41509,0.18785839,POINT(118.9549300000001 42.27207000000004),"POLYGON((118.4728033328494 41.91094106778155,118.4672832546045 42.63112627907557,119.4425767453957 42.63112627907557,119.4370566671508 41.91094106778155,118.4728033328494 41.91094106778155))",,,,,,,True,LOW_both,320.7695641352668,False
Chongqing,417.24207,3911.0,2.7491467,29.579449,106.52641,29.596886,106.52341,fossil_Chongqing_China,0.24010754,20973,0.18986247,POINT(106.55278 29.56278000000003),"POLYGON((106.1414661791146 29.2012743069914,106.1385318834297 29.9229833690706,106.9670281165704 29.9229833690706,106.9640938208855 29.2012743069914,106.1414661791146 29.2012743069914))",,,,,,,True,LOW_both,994.5790626601121,False
Christchurch,413.2843,11790.0,2.4579613,-43.40431,172.34666,-43.378548,172.34511,Christchurch_NewZealand,0.30797386,30643,0.26205525,POINT(172.545837 -43.528889),"POLYGON((173.038513 -43.168503,172.053162 -43.168503,172.047256 -43.887135,173.044418 -43.887135,173.038513 -43.168503))",,,,,,,True,LOW_both,27.754305828904407,True
Chur,417.25153,4.0,3.4641294,46.799973,9.878786,46.845108,9.883028,ecostress_ch_dav,0.12112093,2458,0.24891673,POINT(9.855917 46.815333),"POLYGON((9.594725182637632 46.63512290812367,9.592977204390138 46.99493739703703,10.11885679560987 46.99493739703703,10.11710881736238 46.63512290812367,9.594725182637632 46.63512290812367))",,,,,,,True,LOW_both,358.7968541568821,False
Clarksburg,415.7806,2092.0,3.2602122,39.873444,-80.6659,39.907925,-80.64978,fossil_marcellus_sw_mageq_USA,0.5356698,8546,0.34150204,POINT(-80.597198 39.648602),"POLYGON((-80.128082 40.006989,-81.066307 40.006989,-81.061462 39.288353,-80.132935 39.288349,-80.128082 40.006989))",,,,,,,True,LOW_both,452.76140694932064,False
Clarksville,415.2551,3179.0,2.6464496,36.332542,-87.6479,36.31426,-87.643776,fossil_Cumberland_powerplant,0.47007275,14841,0.25524536,POINT(-87.654117 36.391131),"POLYGON((-87.206195 36.75075,-88.102036 36.750753,-88.097922 36.029826,-87.210315 36.029823,-87.206195 36.75075))",,,,,,,True,LOW_both,805.9505999322071,False
Cleveland,416.15506,4679.0,4.350217,41.36158,-81.84889,41.356197,-81.872116,fossil_Cleveland_USA,0.21063185,12466,0.20179991,POINT(-81.69073999999995 41.50473000000005),"POLYGON((-82.16720317383893 41.14357958290093,-82.17251281721833 41.8638619701883,-81.20896718278155 41.8638619701883,-81.21427682616095 41.14357958290093,-82.16720317383893 41.14357958290093))",,,,,,,True,LOW_both,686.8212308568211,False
Cologne,417.34296,97752.0,3.7525713,50.9432,6.73568,50.936623,6.6766815,fossil_Cologne_Germany,0.29937744,256664,0.24389456,POINT(6.955160000000035 50.94167000000004),"POLYGON((6.390409565314144 50.58073006227818,6.3816306488512 51.29981422438404,7.52868935114887 51.29981422438404,7.519910434685926 50.58073006227818,6.390409565314144 50.58073006227818))",,,,,,,True,LOW_both,368.1990636132607,False
Colon,421.52252,235.0,1.2029493,9.229018,-79.817024,9.243224,-79.765076,sif_Barro_Colorado_Panama,0.37569904,7590,0.18812647,POINT(-79.8461 9.1543),"POLYGON((-79.481766 9.513441,-80.210434 9.513441,-80.209702 8.794794,-79.482498 8.794794,-79.481766 9.513441))",,,,,,,True,LOW_emissions_HIGH_conc,19.42262819139552,True
Columbus,415.29684,8763.0,3.1931813,39.920517,-83.03532,39.912907,-83.0521,fossil_Columbus_USA,0.23919678,19217,0.3002043,POINT(-83.00274999999993 39.96199000000007),"POLYGON((-83.46846919615577 39.60079509450302,-83.47338301928832 40.32127174978103,-82.53211698071155 40.32127174978103,-82.5370308038441 39.60079509450302,-83.46846919615577 39.60079509450302))",,,,,,,True,LOW_both,716.9471251170709,False
Corvallis,416.11517,2888.0,2.8984587,44.631992,-123.5627,44.622902,-123.57472,ecostress_us_mrf,0.22289276,10427,0.19557464,POINT(-123.551 44.6465),"POLYGON((-123.8023342351723 44.46624291333306,-123.8038933582575 44.82619486758404,-123.2981066417425 44.82619486758404,-123.2996657648277 44.46624291333306,-123.8023342351723 44.46624291333306))",,,,,,,True,LOW_both,51.68173000800615,False
Cottbus,414.75043,1354.0,3.3250086,51.55971,14.499414,51.50673,14.515299,fossil_Janschwalde_Germany,0.20148754,17704,0.2099094,POINT(14.5 51.62),"POLYGON((13.92697782390601 51.25906870198528,13.91785022437023 51.97806803501818,15.08214977562977 51.97806803501818,15.07302217609399 51.25906870198528,13.92697782390601 51.25906870198528))",,,,,,,True,LOW_both,394.85384601478876,False
Curitiba,,,,,,,,,0.20696545,2375,0.23930645,,,,,,,,,True,LOW_both,,
Daegu,419.73334,2081.0,2.80397,35.833885,128.6739,35.83293,128.7072,fossil_Taegu_South_Korea,0.23075199,14278,0.20922096,POINT(128.5911100000001 35.87028000000004),"POLYGON((128.1501880825395 35.50896210690301,128.1461756306846 36.22994321061527,129.0360443693155 36.22994321061527,129.0320319174607 35.50896210690301,128.1501880825395 35.50896210690301))",,,,,,,True,LOW_emissions_HIGH_conc,97.47067208222977,False
Daejeon,413.6604,2521.0,1.53315,36.121376,127.203766,36.130466,127.20907,fossil_Taejon_South_Korea,0.21449757,6314,0.20250984,POINT(127.1897200000001 36.08139000000006),"POLYGON((126.7476379329937 35.72007853407383,126.743583527296 36.44103410359179,127.6358564727042 36.44103410359179,127.6318020670066 35.72007853407383,126.7476379329937 35.72007853407383))",,,,,,,True,LOW_both,84.05037389705235,False
Dalian,418.43982,4744.0,4.0107746,39.005486,121.57425,38.9862,121.57728,fossil_Dalian_China,0.15922928,13411,0.19041525,POINT(121.6022200000001 38.91222000000005),"POLYGON((121.1433510987806 38.55099404936022,121.1386876533917 39.27160182543121,122.0657523466084 39.27160182543121,122.0610889012196 38.55099404936022,121.1433510987806 38.55099404936022))",China,Central East Asia,3612937.0,118.0,26.507,4.0,False,LOW_emissions_HIGH_conc,16.909184944524267,True
Dallas,414.95447,9669.0,3.6277938,32.752613,-97.00704,32.758762,-97.06453,fossil_Dallas_USA,0.17115211,16555,0.16168275,POINT(-96.79539999999997 32.77815000000004),"POLYGON((-97.22064691018014 32.41673841761163,-97.22409187999784 33.13808560792788,-96.3667081200021 33.13808560792788,-96.37015308981981 32.41673841761163,-97.22064691018014 32.41673841761163))",,,,,,,True,LOW_both,488.84548373755825,False
Dar es Salaam,,,,,,,,,0.1949234,4075,0.18434317,,,,,,,,,True,LOW_both,,
Datong,412.84738,7068.0,4.490068,40.069572,113.27762,40.067623,113.27675,fossil_Datong_Shanxi_China,0.1468749,11550,0.19778812,POINT(113.2913900000001 40.09361000000007),"POLYGON((112.8247862928055 39.73241894783774,112.8198400361256 40.4528790966168,113.7629399638745 40.4528790966168,113.7579937071947 39.73241894783774,112.8247862928055 39.73241894783774))",,,,,,,True,LOW_both,510.97507385996886,False
Denver,414.5819,19333.0,3.300957,39.735535,-104.91141,39.733055,-104.88344,fossil_Denver_USA,0.10460949,30061,0.16550273,POINT(-104.99202 39.74001000000004),"POLYGON((-105.4562605798458 39.37880857456348,-105.4611202406281 40.09931303640251,-104.5229197593719 40.09931303640251,-104.5277794201541 39.37880857456348,-105.4562605798458 39.37880857456348))",,,,,,,True,LOW_both,1483.5635336469609,False
Dhaka,417.69852,2399.0,2.0271845,23.78623,90.38106,23.808422,90.38295,fossil_Dhaka_Bangladesh,0.22385597,26771,0.16813831,POINT(90.39957000000004 23.71323000000007),"POLYGON((90.00839097654466 23.35157243757066,90.00623108280752 24.07387632343744,90.79290891719256 24.07387632343744,90.79074902345542 23.35157243757066,90.00839097654466 23.35157243757066))",Bangladesh,South and West Asia,29564652.0,391.9,21.763,1.0,False,LOW_emissions_HIGH_conc,110.55853396828707,False
Doha,417.43082,12487.0,3.7810216,25.245272,51.350334,25.231503,51.348133,fossil_Doha_Qatar,0.034770966,46907,0.17644128,POINT(51.51907000000006 25.29502000000008),"POLYGON((51.12304724029713 24.93340027700211,51.12069426922264 25.65555246574329,51.91744573077747 25.65555246574329,51.91509275970299 24.93340027700211,51.12304724029713 24.93340027700211))",,,,,,,True,LOW_both,9.485676445039156,True
Dresden,414.11584,2756.0,3.1089783,50.966415,13.577903,50.97311,13.582397,ecostress_de_tha,0.35463238,6249,0.2546599,POINT(13.56516 50.96235),"POLYGON((13.28157505294539 50.78222328167838,13.27937774248022 51.14177732391667,13.85094225751976 51.14177732391667,13.8487449470546 50.78222328167838,13.28157505294539 50.78222328167838))",,,,,,,True,LOW_both,513.3720215340877,False
Dubai,416.87827,15424.0,3.69953,25.125214,55.45953,25.10569,55.479477,fossil_Dubai_UAE,0.058855534,49698,0.15174913,POINT(55.30884000000003 25.26951000000003),"POLYGON((54.91289870710585 24.90788964535093,54.91054893609117 25.63004433780424,55.70713106390892 25.63004433780424,55.70478129289421 24.90788964535093,54.91289870710585 24.90788964535093))",UAE,South and West Asia,1986017.0,120.2,32.447,12.0,False,LOW_both,5.167799228415405,True
Durban,414.0148,21069.0,3.1201863,-29.782978,30.856787,-29.772642,30.847668,fossil_Durban_South_Africa,0.20874882,40405,0.20557673,POINT(31.02590000000004 -29.84704999999997),"POLYGON((30.61046651117221 -30.20723036039065,30.61344315537889 -29.48555240384543,31.43835684462118 -29.48555240384543,31.44133348882789 -30.20723036039065,30.61046651117221 -30.20723036039065))",South Africa,Africa,3181031.0,62.8,35.579,7.0,False,LOW_both,6.454870793026861,True
Eugene,415.50024,5676.0,3.5044098,44.131374,-123.175995,44.133186,-123.17615,ecostress_us_wpp,0.20086575,14772,0.21365955,POINT(-123.182 44.1368),"POLYGON((-123.4311758333185 43.95653163315882,-123.4326942650014 44.31651590046925,-122.9313057349986 44.31651590046925,-122.9328241666815 43.95653163315882,-123.4311758333185 43.95653163315882))",,,,,,,True,LOW_both,100.1105420439979,False
Freeport,415.09558,367.0,2.6623707,28.888323,-95.666855,28.897278,-95.67959,ecostress_us_tx9,0.31616783,2319,0.21122281,POINT(-95.614367 28.780508),"POLYGON((-95.81884148638652 28.59989839872625,-95.8195465572036 28.96080218781206,-95.4091874427964 28.96080218781206,-95.40989251361347 28.59989839872625,-95.81884148638652 28.59989839872625))",,,,,,,True,LOW_both,4.951715929916378,True
Freetown,,,,,,,,,0.22106457,2017,0.16158506,,,,,,,,,True,LOW_both,,
Fresno,414.03534,1575.0,4.049294,37.11588,-119.73893,37.119564,-119.76194,ecostress_us_cz1,0.121912956,2881,0.15048797,POINT(-119.731 37.109),"POLYGON((-119.9554800385048 36.92857198131487,-119.9565463245541 37.2889955250229,-119.5054536754459 37.2889955250229,-119.5065199614953 36.92857198131487,-119.9554800385048 36.92857198131487))",,,,,,,True,LOW_both,254.84623281603285,False
Fuzhou,417.82776,162.0,2.8092554,26.01268,119.11609,25.917768,119.02353,Fuzhou_China,0.2813139,1920,0.23997939,POINT(119.296112 26.070835),"POLYGON((119.697372 26.429607,118.894852 26.429607,118.897301 25.710962,119.694923 25.710962,119.697372 26.429607))",,,,,,,True,LOW_emissions_HIGH_conc,47.948696681711,True
Gillette,417.7834,29285.0,2.4587178,44.376747,-105.4987,44.376637,-105.504135,fossil_Dry_Fork_Station_powerplant,0.09270239,62958,0.22185889,POINT(-105.462214 44.388606),"POLYGON((-104.95711 44.74745,-105.967308 44.747458,-105.961164 44.027532,-104.963274 44.027525,-104.95711 44.74745))",,,,,,,True,LOW_emissions_HIGH_conc,1938.0107828470311,False
Guadalajara,416.02145,23115.0,2.8325868,20.684229,-103.34631,20.678099,-103.34642,fossil_Guadalajara_Mexico,0.13068676,53379,0.19776784,POINT(-103.35104 20.68758000000003),"POLYGON((-103.7340718120712 20.32585841064977,-103.7358895332921 21.04843115464374,-102.9661904667078 21.04843115464374,-102.9680081879287 20.32585841064977,-103.7340718120712 20.32585841064977))",Mexico,Latin America,5047012.0,132.1,14.216,13.0,False,LOW_both,218.6556936634631,False
Guangzhou,418.1676,7365.0,2.7692802,23.165464,113.23801,23.178759,113.23408,fossil_Guangzhou_China,0.17261982,38161,0.15864362,POINT(113.2500000000001 23.11667000000006),"POLYGON((112.8605407639531 22.75499890479178,112.8584510078903 23.47735807434417,113.64154899211 23.47735807434417,113.6394592360471 22.75499890479178,112.8605407639531 22.75499890479178))",,,,,,,True,LOW_emissions_HIGH_conc,92.49987431199877,False
Guiyang,417.948,5734.0,3.5360928,26.530277,106.68072,26.51881,106.69038,fossil_Guiyang_China,0.1713686,35685,0.21712305,POINT(106.69473 26.57242000000008),"POLYGON((106.2944825240822 26.21083273809241,106.2919654376415 26.93285724877595,107.0974945623587 26.93285724877595,107.0949774759179 26.21083273809241,106.2944825240822 26.21083273809241))",,,,,,,True,LOW_emissions_HIGH_conc,626.7389741097059,False
Hamilton,414.47122,11233.0,3.7498384,0.00024113078,56.870872,-37.305172,175.01987,ecostress_nz_sco,0.32553244,47616,0.25894856,POINT(175.22 -37.46),"POLYGON((174.9933968421212 -37.63998207711102,174.9944817734992 -37.27957998323197,175.4455182265009 -37.27957998323197,175.4466031578789 -37.63998207711102,174.9933968421212 -37.63998207711102))",,,,,,,True,LOW_both,37.44969052783763,True
Hangzhou,418.28168,5143.0,3.4071908,30.322205,120.15663,30.33813,120.16145,fossil_Hangzhou_China,0.19363117,15338,0.1735566,POINT(120.16142 30.29365000000007),"POLYGON((119.7471338580362 29.93216522534582,119.7440896520959 30.6537939480198,120.5787503479042 30.6537939480198,120.5757061419638 29.93216522534582,119.7471338580362 29.93216522534582))",China,Central East Asia,10466656.0,422.9,67.572,1.0,False,HIGH_both,132.33604663479318,False
Hanoi,419.05515,5047.0,3.454569,21.05072,105.835335,21.043215,105.83826,fossil_Hanoi_Vietnam,0.24012089,40702,0.18994552,POINT(105.8546400000001 21.02888000000007),"POLYGON((105.4707593157808 20.66716503492036,105.4689046019588 21.38970892281822,106.2403753980414 21.38970892281822,106.2385206842193 20.66716503492036,105.4707593157808 20.66716503492036))",Vietnam,East. Southeast Asia & Oceania,6937417.0,179.9,15.263,1.0,False,LOW_emissions_HIGH_conc,99.00597622676831,False
Harbin,415.22687,18018.0,4.407754,45.75149,126.61793,45.747414,126.60852,fossil_Harbin_China,0.13752556,62514,0.28591573,POINT(126.6395100000001 45.75553000000008),"POLYGON((126.128676378208 45.39449106960001,126.1220669158861 46.11423267698813,127.1569530841141 46.11423267698813,127.1503436217922 45.39449106960001,126.128676378208 45.39449106960001))",,,,,,,True,LOW_both,681.8645494583786,False
Ho Chi Minh City,417.73056,4622.0,2.210198,10.805739,106.65049,10.815653,106.62787,fossil_Ho_Chi_Minh_City_Vietnam,0.24282265,55554,0.16671355,POINT(106.70322 10.77822000000003),"POLYGON((106.3379127896571 10.41638663409381,106.3370396050955 11.13961325125899,107.0694003949046 11.13961325125899,107.0685272103431 10.41638663409381,106.3379127896571 10.41638663409381))",,,,,,,True,LOW_emissions_HIGH_conc,74.00361861662128,False
Hong Kong,416.28537,980.0,3.0242772,22.562885,114.12836,22.58789,114.13112,fossil_Hong_Kong_China,0.21673965,7351,0.17641053,POINT(114.133713499 22.36472318200003),"POLYGON((113.7463412197732 22.00303564377897,113.7443379236421 22.72546293670989,114.5230890743579 22.72546293670989,114.5210857782268 22.00303564377897,113.7463412197732 22.00303564377897))",,,,,,,True,LOW_both,10.400693448005796,True
Houston,415.4816,12312.0,2.6202357,29.651958,-95.39436,29.63332,-95.40427,fossil_Houston_USA,0.25319386,38542,0.18591264,POINT(-95.36967999999996 29.76058000000006),"POLYGON((-95.78178741114361 29.39907993548257,-95.78475112037187 30.12076737315947,-94.95460887962807 30.12076737315947,-94.95757258885632 29.39907993548257,-95.78178741114361 29.39907993548257))",USA,North America,5664644.0,480.1,37.065,1.0,False,LOW_both,77.8636052691944,False
Huainan,419.01443,139.0,1.4252845,32.645718,116.86608,32.645653,116.8279,fossil_Pingwei_Tianji_Bengbu_Fengtai_Luohe_powerplants,0.15115118,2424,0.16295564,POINT(116.9005 32.68613),"POLYGON((116.5815705838858 32.41520386255783,116.5796415974572 32.95622880461595,117.2213584025427 32.95622880461595,117.2194294161141 32.41520386255783,116.5815705838858 32.41520386255783))",,,,,,,True,LOW_emissions_HIGH_conc,389.2827483054941,False
Hyderabad,418.18582,11980.0,1.7085866,17.410917,78.45417,17.425339,78.45684,fossil_Hyderabad_India,0.17550135,42784,0.16894953,POINT(78.47076000000004 17.39487000000003),"POLYGON((78.09505693843812 17.0330931936598,78.09357819023779 17.75592382386027,78.84794180976229 17.75592382386027,78.84646306156196 17.0330931936598,78.09505693843812 17.0330931936598))",,,,,,,True,LOW_emissions_HIGH_conc,269.8135960394131,False
Indianapolis,417.13712,5275.0,3.1697438,39.746353,-86.19504,39.737305,-86.20006,fossil_Indianapolis_USA,0.30744743,16937,0.2664905,POINT(-86.14995999999996 39.76691000000005),"POLYGON((-86.61437888907571 39.40570936604208,-86.6192450777489 40.12621046040641,-85.68067492225103 40.12621046040641,-85.68554111092422 39.40570936604208,-86.61437888907571 39.40570936604208))",,,,,,,True,LOW_both,1046.3542245283677,False
Ironwood,412.92218,2830.0,4.282681,46.206448,-89.590355,46.21293,-89.504776,ecostress_us_syv,0.22350883,41259,0.26102006,POINT(-89.3477 46.242),"POLYGON((-89.6061750488911 46.06177766326098,-89.60787046726978 46.4216284620296,-89.08752953273023 46.4216284620296,-89.0892249511089 46.06177766326098,-89.6061750488911 46.06177766326098))",,,,,,,True,LOW_both,1337.9658434234955,False
Irvine,417.7121,2453.0,2.7853541,33.791767,-117.74637,33.82274,-117.770775,ecostress_us_scs,0.106987,4785,0.14490929,POINT(-117.696 33.734),"POLYGON((-117.9113657450693 33.55349600137686,-117.9122686264723 33.91412154146203,-117.4797313735277 33.91412154146203,-117.4806342549306 33.55349600137686,-117.9113657450693 33.55349600137686))",,,,,,,True,LOW_emissions_HIGH_conc,30.428834487889343,True
Isfahan,417.87482,30710.0,2.7348692,32.675632,51.672394,32.675987,51.67836,fossil_Esfahan_Iran,0.039902687,57969,0.14660501,POINT(51.67761000000007 32.65722000000005),"POLYGON((51.25292865366595 32.29580479558014,51.24950423827443 33.01716597069171,52.10571576172572 33.01716597069171,52.1022913463342 32.29580479558014,51.25292865366595 32.29580479558014))",,,,,,,True,LOW_emissions_HIGH_conc,370.6644984421973,False
Istanbul,416.35675,13574.0,3.53915,41.093105,28.954525,41.093727,28.942148,fossil_Istanbul_Turkey,0.15718555,36345,0.19922093,POINT(28.94966000000005 41.01384000000007),"POLYGON((28.47670634493426 40.65267559873763,28.47152645966941 41.37301997704922,29.4277935403307 41.37301997704922,29.42261365506585 40.65267559873763,28.47670634493426 40.65267559873763))",Turkey,Europe,15618958.0,989.5,28.253,2.0,False,LOW_both,16.863321341421006,True
Jaipur,417.9193,40.0,0.6687455,27.203878,76.02013,27.20412,76.02847,Jaipur_India,0.11779213,3460,0.1546094,POINT(75.787224 26.912222),"POLYGON((76.191483 27.270971,75.382965 27.270971,75.385536 26.552328,76.188919 26.552328,76.191483 27.270971))",,,,,,,True,LOW_emissions_HIGH_conc,763.7537909448444,False
Jakarta,417.80273,2822.0,3.0495687,-6.281369,106.797104,-6.2756,106.79767,fossil_Jakarta_Indonesia,0.20299625,27357,0.15979962,POINT(106.8264800000001 -6.171479999999974),"POLYGON((106.4648209504148 -6.533053427942063,106.4653111005888 -5.809656385420122,107.1876488994113 -5.809656385420122,107.1881390495853 -6.533053427942063,106.4648209504148 -6.533053427942063))",,,,,,,True,LOW_emissions_HIGH_conc,26.593022908762165,True
Jeddah,416.25604,13265.0,3.1256034,21.495323,39.342773,21.508425,39.341324,fossil_Jeddah_Saudi_Arabia,0.03188944,62906,0.1280743,POINT(39.18279000000007 21.48172000000005),"POLYGON((38.79775612224839 21.12001406856408,38.79585173067218 21.84251907808761,39.56972826932795 21.84251907808761,39.56782387775175 21.12001406856408,38.79775612224839 21.12001406856408))",,,,,,,True,LOW_both,8.23434154733428,True
Jefferson City,412.3975,1573.0,4.0082493,38.770718,-92.17434,38.785053,-92.15907,sif_Ozark_USA,0.3807907,3224,0.3137877,POINT(-92.2 38.7441),"POLYGON((-92.42947415770729 38.56370933169479,-92.43063031938502 38.92403237277746,-91.96936968061499 38.92403237277746,-91.97052584229272 38.56370933169479,-92.42947415770729 38.56370933169479))",,,,,,,True,LOW_both,1189.323156642283,False
Jiayuguan,,,,,,,,,0.028107643,8931,0.14942992,,,,,,,,,True,LOW_both,,
Jinan,416.4066,2449.0,2.920157,36.66445,117.09857,36.645683,117.12805,fossil_Jinan_China,0.22882605,14438,0.23129635,POINT(116.9972200000001 36.66833000000003),"POLYGON((116.5518480608046 36.30703638828586,116.5476746330528 37.02792064711629,117.4467653669474 37.02792064711629,117.4425919391955 36.30703638828586,116.5518480608046 36.30703638828586))",,,,,,,True,LOW_both,228.18837840810164,False
Jodhpur,417.6705,7.0,2.22364,26.364292,72.8991,26.276981,72.812256,sif_cazri_Jodhpur_India,0.06969452,6119,0.14180562,POINT(72.995392 26.253803),"POLYGON((73.397301 26.61257,72.593491 26.61257,72.59597 25.893925,73.394821 25.893925,73.397301 26.61257))",,,,,,,True,LOW_emissions_HIGH_conc,582.2242830289824,False
Johannesburg,413.8574,16301.0,2.718286,-26.206192,28.069313,-26.204727,28.077965,fossil_Johannesburg_South_Africa,0.13918686,24606,0.18841815,POINT(28.04006000000004 -26.20490999999993),"POLYGON((27.6385884358977 -26.56537493723464,27.64105750997115 -25.84331323634569,28.43906249002893 -25.84331323634569,28.44153156410238 -26.56537493723464,27.6385884358977 -26.56537493723464))",South Africa,Africa,8238975.0,187.7,50.68,2.0,False,HIGH_emissions_LOW_conc,508.24686361283176,False
John Day,415.88177,8512.0,2.6626492,43.46488,-119.68488,43.46181,-119.68359,ecostress_us_bsg,0.04101467,11565,0.14663672,POINT(-119.6909 43.4712),"POLYGON((-119.9373416875553 43.29091679444529,-119.938808892713 43.65094322898126,-119.442991107287 43.65094322898126,-119.4444583124447 43.29091679444529,-119.9373416875553 43.29091679444529))",,,,,,,True,LOW_both,496.72871471873526,False
Johnstown,415.0769,1022.0,3.4306777,40.44657,-79.229965,40.44329,-79.215576,fossil_Keystone_HomerCity_Conemaugh_Powerplants,0.5002613,5393,0.26859576,POINT(-79.194 40.513),"POLYGON((-79.54656352960527 40.24229471410003,-79.54940483206714 40.78260831503266,-78.83859516793287 40.78260831503266,-78.84143647039474 40.24229471410003,-79.54656352960527 40.24229471410003))",,,,,,,True,LOW_both,373.18938527292966,False
Joliet,417.95767,23597.0,3.753241,41.60237,-88.07946,41.601543,-88.068375,fossil_Will_County_powerplant,0.25526476,66034,0.255954,POINT(-88.0629 41.6334),"POLYGON((-88.42144284108923 41.36272586392873,-88.42444898524565 41.90293372520482,-87.70135101475432 41.90293372520482,-87.70435715891074 41.36272586392873,-88.42144284108923 41.36272586392873))",,,,,,,True,LOW_emissions_HIGH_conc,1330.9743723013805,False
