city,xco2_ppm,xco2_numsams,xco2_std,lat_mean,lon_mean,lat_median,lon_median,target_name,sif_757nm,sif_numsams,sif_std,wkt_center,wkt_boundary,country,region,population,gdp_bil_usd,annual_co2_em_mtco2,numsams_ahn2025,low_sample_count,quadrant,coastal_km,is_coastal
Kaiapoi,413.1505,6848.0,2.5334017,-43.28873,172.24487,-43.2986,172.26004,ecostress_nz_oxf,0.26726532,20485,0.25731418,POINT(172.2108 -43.2619),"POLYGON((171.9637473390074 -43.44165178961836,171.9651988652113 -43.08161210553905,172.4564011347887 -43.08161210553905,172.4578526609926 -43.44165178961836,171.9637473390074 -43.44165178961836))",,,,,,,True,LOW_both,58.21338770269099,False
Kanpur,,,,,,,,,0.17679167,4428,0.18655044,,,,,,,,,True,LOW_both,,
Kansas City,416.89172,15891.0,2.9925056,39.10788,-94.59259,39.101555,-94.58734,fossil_Kansas_City_USA,0.28145504,35677,0.2585046,POINT(-94.58310999999998 39.10344000000003),"POLYGON((-95.04320014580638 38.74221974199199,-95.04790812861712 39.46280370818921,-94.11831187138283 39.46280370818921,-94.12301985419357 38.74221974199199,-95.04320014580638 38.74221974199199))",,,,,,,True,LOW_both,1269.7146688115024,False
Kaohsiung,418.7676,2772.0,2.3135362,22.740208,120.46693,22.74376,120.47981,fossil_Kaoshsiung_Taiwan,0.2235198,9386,0.17412978,POINT(120.31226 22.62014000000005),"POLYGON((119.9241888198332 22.25845796840402,119.9221563925252 22.98086231927072,120.7023636074748 22.98086231927072,120.7003311801668 22.25845796840402,119.9241888198332 22.25845796840402))",,,,,,,True,LOW_emissions_HIGH_conc,2.858832779263326,True
Karachi,414.7749,11851.0,3.864808,25.034613,67.11794,25.031862,67.12802,fossil_Karachi_Pakistan,0.08719063,34619,0.14724804,POINT(67.08220000000006 24.90560000000005),"POLYGON((66.68740873598495 24.54397070870306,66.68510429829641 25.26616091652592,67.47929570170373 25.26616091652592,67.47699126401517 24.54397070870306,66.68740873598495 24.54397070870306))",Pakistan,South and West Asia,11860354.0,139.6,20.402,9.0,False,LOW_both,14.881701815403662,True
Katherine,414.58942,5438.0,2.575559,-15.259835,132.37276,-15.260803,132.37427,ecostress_au_dry,0.12684631,10086,0.1369102,POINT(132.3706 -15.2588),"POLYGON((132.1842547656041 -15.43946840185666,132.1845732215011 -15.07797410986561,132.5566267784989 -15.07797410986561,132.5569452343959 -15.43946840185666,132.1842547656041 -15.43946840185666))",,,,,,,True,LOW_both,307.8405813186239,False
Katowice,416.1353,25967.0,3.529813,50.25136,18.994244,50.247288,18.981995,fossil_Katowice_Poland,0.2755432,91433,0.24079728,POINT(19.03105000000005 50.25641000000007),"POLYGON((18.47433800095305 49.89546016937752,18.46589374395256 50.61463039951276,19.59620625604754 50.61463039951276,19.58776199904705 49.89546016937752,18.47433800095305 49.89546016937752))",,,,,,,True,LOW_both,761.8534740339852,False
Khartoum,416.96942,24364.0,3.0503938,15.515187,32.546314,15.524902,32.561836,fossil_Khartoum_Sudan,0.04760647,76719,0.14321719,POINT(32.5599 15.5007),"POLYGON((32.18774015129756 15.13889914365469,32.18644362932309 15.86186044471589,32.9333563706769 15.86186044471589,32.93205984870244 15.13889914365469,32.18774015129756 15.13889914365469))",,,,,,,True,LOW_both,657.0165480820249,False
Kinshasa,,,,,,,,,0.21300077,4062,0.18670803,,,,,,,,,True,LOW_both,,
Kolkata,415.67023,10648.0,2.9762754,22.603874,88.36336,22.621643,88.37601,fossil_Kolkata_India,0.20257759,47807,0.17069304,POINT(88.37124000000006 22.57054000000005),"POLYGON((87.98330534002241 22.20885689265919,87.98127858859141 22.93126571471385,88.76120141140865 22.93126571471385,88.7591746599777 22.20885689265919,87.98330534002241 22.20885689265919))",India,South and West Asia,21356228.0,188.0,46.824,6.0,False,HIGH_emissions_LOW_conc,96.17500178795662,False
La Cruz,415.70306,2189.0,2.6610656,10.826479,-85.57939,10.828819,-85.57549,ecostress_cr_srnp_emss,0.26587677,7715,0.20849824,POINT(-85.6156 10.8418),"POLYGON((-85.79839772832108 10.66093594900254,-85.79861738822184 11.02255336196035,-85.43258261177814 11.02255336196035,-85.43280227167892 10.66093594900254,-85.79839772832108 10.66093594900254))",,,,,,,True,LOW_both,11.046762473756402,True
La Paz,,,,,,,,,0.035583496,4311,0.18218245,,,,,,,,,True,LOW_both,,
Lagos,415.3169,173.0,2.6892633,6.5499296,3.432774,6.558926,3.4784281,fossil_Lagos_Nigeria,0.2027235,19553,0.172596,POINT(3.388760000000048 6.454710000000034),"POLYGON((3.027406169901752 6.092884533747503,3.026893061014107 6.816273711517654,3.750626938985988 6.816273711517654,3.750113830098343 6.092884533747503,3.027406169901752 6.092884533747503))",,,,,,,True,LOW_both,21.98505907561035,True
Lahore,415.8742,7948.0,4.3911395,31.52201,74.32916,31.513794,74.32779,fossil_Lahore_Pakistan,0.19614506,50535,0.19136904,POINT(74.34361000000007 31.54972000000004),"POLYGON((73.92395276506886 31.18827187794354,73.92071144961642 31.90975982734824,74.76650855038372 31.90975982734824,74.76326723493128 31.18827187794354,73.92395276506886 31.18827187794354))",,,,,,,True,LOW_both,1178.583433583869,False
Lakeville,413.5677,2834.0,3.7178519,44.704674,-93.103226,44.714066,-93.11571,ecostress_us_ro4,0.2989874,9535,0.26722348,POINT(-93.0723 44.6781),"POLYGON((-93.32376994328932 44.49784361009636,-93.32533163243285 44.85779356066475,-92.81926836756715 44.85779356066475,-92.82083005671068 44.49784361009636,-93.32376994328932 44.49784361009636))",,,,,,,True,LOW_both,1808.3222492982438,False
Las Vegas,414.6137,8648.0,1.7935083,36.159092,-115.15506,36.15992,-115.15326,fossil_Las_Vegas_USA,0.067698,12114,0.13578144,POINT(-115.14001 36.17193000000003),"POLYGON((-115.5825933486158 35.81062128991481,-115.5866658842631 36.53156588951541,-114.6933541157368 36.53156588951541,-114.6974266513841 35.81062128991481,-115.5825933486158 35.81062128991481))",,,,,,,True,LOW_both,466.1636431448449,False
Lawrence,417.25952,2642.0,2.4495237,39.10425,-95.14917,39.121483,-95.13272,ecostress_us_kfs,0.37080383,8478,0.3064899,POINT(-95.1907 39.0561),"POLYGON((-95.42117408133417 38.87571647191088,-95.42234830402013 39.23602017974577,-94.95905169597992 39.23602017974577,-94.96022591866588 38.87571647191088,-95.42117408133417 38.87571647191088))",,,,,,,True,LOW_both,1271.6365375689295,False
Leeton,413.70682,5865.0,2.4331074,-34.98711,146.28403,-34.98695,146.28314,ecostress_au_ync,0.1656537,11262,0.17533785,POINT(146.2907 -34.9893),"POLYGON((146.071160037282 -35.16937539439802,146.0721205463286 -34.80882400526973,146.5092794536714 -34.80882400526973,146.5102399627181 -35.16937539439802,146.071160037282 -35.16937539439802))",,,,,,,True,LOW_both,426.0363326767275,False
Lethem,414.4777,237.0,1.9014467,2.1585097,-59.009937,2.1780078,-59.00535,sif_ATTO_Tower_Manaus_Brazil,0.3477192,10769,0.17288218,POINT(-59.0056 2.1459),"POLYGON((-59.18536806303243 1.965018713071685,-59.18541031200925 2.32675960596137,-58.82578968799075 2.32675960596137,-58.82583193696757 1.965018713071685,-59.18536806303243 1.965018713071685))",,,,,,,True,LOW_both,474.6382609506346,False
Lewiston,416.2264,5019.0,3.1430817,45.549805,-96.227745,46.642056,-116.879005,ecostress_us_cf1,0.16481924,17724,0.27427477,POINT(-117.0821 46.7815),"POLYGON((-117.3431291799553 46.60128918951632,-117.3448740004567 46.96110582003502,-116.8193259995433 46.96110582003502,-116.8210708200447 46.60128918951632,-117.3431291799553 46.60128918951632))",,,,,,,True,LOW_both,592.9005071449953,False
Liberia,415.06207,2282.0,2.6885304,10.4451275,-85.471924,10.453003,-85.47142,ecostress_cr_fsc,0.268425,7826,0.19525579,POINT(-85.4732 10.4189),"POLYGON((-85.65575066850612 10.23803328948057,-85.65596127629537 10.59966042826978,-85.29043872370465 10.59966042826978,-85.29064933149391 10.23803328948057,-85.65575066850612 10.23803328948057))",,,,,,,True,LOW_both,33.64825845905831,True
Liege,416.88333,2239.0,1.3150736,50.313744,5.9948483,50.31722,5.9936185,ecostress_be_lon,0.39908743,6598,0.23196247,POINT(5.9981 50.305),"POLYGON((5.718417781356493 50.12486078489908,5.716300934005204 50.48445573750933,6.279899065994783 50.48445573750933,6.277782218643495 50.12486078489908,5.718417781356493 50.12486078489908))",,,,,,,True,LOW_both,335.1156995162919,False
Lima,414.85568,3633.0,2.772238,-11.994063,-76.92844,-12.015449,-76.93417,fossil_Lima_Peru,0.03851843,36192,0.19263531,POINT(-77.02823999999998 -12.04317999999995),"POLYGON((-77.39609824537703 -12.40451559814658,-77.39511534926189 -11.68135130345411,-76.66136465073808 -11.68135130345411,-76.66038175462293 -12.40451559814658,-77.39609824537703 -12.40451559814658))",Peru,Latin America,10141408.0,241.1,35.05,9.0,False,LOW_both,17.17508973236166,True
Lisbon,,,,,,,,,0.1421938,8191,0.18858625,,,,,,,,,True,LOW_both,,
Lodz,415.5627,18268.0,2.9036694,51.27492,19.328682,51.283348,19.33816,fossil_Belchatow_powerplant,0.24034595,54882,0.24421388,POINT(19.331 51.268),"POLYGON((18.90365547784629 50.9975575476463,18.89862425440569 51.5368517790034,19.76337574559429 51.5368517790034,19.75834452215369 50.9975575476463,18.90365547784629 50.9975575476463))",,,,,,,True,LOW_both,583.1098602469648,False
London,417.5914,7945.0,2.9187584,51.45864,-0.1702513,51.451473,-0.1848181,fossil_London_UK,0.2612419,41577,0.23799674,POINT(-0.1272099999999341 51.50642000000005),"POLYGON((-0.6988246470891113 51.14548733850116,-0.7078926028118531 51.86450084796164,0.4534726028119849 51.86450084796164,0.4444046470892431 51.14548733850116,-0.6988246470891113 51.14548733850116))",UK,Europe,11239995.0,970.1,22.388,2.0,False,LOW_emissions_HIGH_conc,130.57503716566313,False
Los Alamos,416.10178,1935.0,3.9548497,35.835495,-106.51311,35.813908,-106.49443,ecostress_us_vcm,0.063913345,3738,0.12380506,POINT(-106.5321 35.8884),"POLYGON((-106.7531069684814 35.70794426808389,-106.7541109724862 36.06844180523333,-106.3100890275138 36.06844180523333,-106.3110930315186 35.70794426808389,-106.7531069684814 35.70794426808389))",,,,,,,True,LOW_both,969.4207711418587,False
Los Angeles,418.58826,46003.0,3.1712158,34.06263,-118.21942,34.064857,-118.21876,fossil_Los_Angeles_USA,0.09969139,97708,0.14271805,POINT(-118.24532 34.05349000000007),"POLYGON((-118.6767427368623 33.69211686842338,-118.6804116409723 34.41331497392473,-117.8102283590276 34.41331497392473,-117.8138972631377 33.69211686842338,-118.6767427368623 33.69211686842338))",USA,North America,6340910.0,604.2,45.97,22.0,False,HIGH_both,30.180267307144554,True
Luanda,414.8247,4597.0,2.4813867,-8.916307,13.365878,-8.947001,13.375422,fossil_Luanda_Angola,0.12578869,26446,0.1805809,POINT(13.23288000000002 -8.81565999999998),"POLYGON((12.86892580103418 -9.177135759114783,12.86963302807001 -8.453825550507268,13.59612697193003 -8.453825550507268,13.59683419896587 -9.177135759114783,12.86892580103418 -9.177135759114783))",,,,,,,True,LOW_both,17.012003951521237,True
Lucknow,418.1535,6.0,0.3233112,27.104021,80.905525,27.109756,80.90297,fossil_Lucknow_India,0.18570137,2439,0.21541382,POINT(80.95 26.85),"POLYGON((81.354027 27.208752,80.545967 27.208752,80.548523 26.490107,81.351471 26.490107,81.354027 27.208752))",,,,,,,True,LOW_emissions_HIGH_conc,936.6152856010209,False
Ludhiana,414.40677,77.0,0.56674653,30.674866,75.56094,30.67121,75.55165,fossil_Ludhiana_India,0.26855946,8777,0.2040085,POINT(75.85 30.91),"POLYGON((76.270386 31.268646,75.429604 31.268646,75.432755 30.550005,76.267242 30.550005,76.270386 31.268646))",,,,,,,True,LOW_both,1239.594872600535,False
Macon,417.3448,4824.0,2.164872,33.054314,-83.79789,33.05507,-83.788925,fossil_Scherer_powerplant,0.35113525,15291,0.20492648,POINT(-83.81 33.061),"POLYGON((-84.1302605038282 32.79008423628199,-84.13222558857596 33.33107663794469,-83.48777441142404 33.33107663794469,-83.48973949617181 32.79008423628199,-84.1302605038282 32.79008423628199))",,,,,,,True,LOW_both,347.60221188716395,False
Madison,414.23956,1740.0,2.7122219,43.07884,-89.4138,43.07524,-89.42996,ecostress_us_men,0.20665646,4147,0.2555912,POINT(-89.402984 43.07725),"POLYGON((-89.64785104351374 42.89695796055338,-89.64928890267484 43.25700932874776,-89.15667909732517 43.25700932874776,-89.15811695648627 42.89695796055338,-89.64785104351374 42.89695796055338))",,,,,,,True,LOW_both,1557.1297263496933,False
Madrid,416.30087,35904.0,3.349157,40.4089,-3.704555,40.408485,-3.6966233,fossil_Madrid_Spain,0.106980324,65912,0.14906879,POINT(-3.705769999999973 40.42028000000005),"POLYGON((-4.174594353967393 40.05909846871432,-4.179622152702166 40.77951759119254,-3.23191784729778 40.77951759119254,-3.236945646032581 40.05909846871432,-4.174594353967393 40.05909846871432))",Spain,Europe,4584179.0,272.8,16.955,22.0,False,LOW_both,413.56774342425285,False
Maebashi,415.05243,3341.0,3.3830812,36.32286,139.1002,36.3161,139.1169,fossil_Maebashi_Japan,0.20330143,14675,0.21744877,POINT(139.0634184300001 36.38949739100008),"POLYGON((138.6196212894588 36.02819530104563,138.6155048468693 36.74911349431289,139.5113320131309 36.74911349431289,139.5072155705413 36.02819530104563,138.6196212894588 36.02819530104563))",,,,,,,True,LOW_both,167.30631667290436,False
Makkah,416.7514,11082.0,3.18051,21.453964,39.704884,21.470684,39.666054,fossil_Mecca_Saudi_Arabia,0.03392172,58502,0.12870309,POINT(39.82222000000007 21.42111000000006),"POLYGON((39.43734226208807 21.05940284350697,39.43544455968652 21.78191309549775,40.20899544031363 21.78191309549775,40.20709773791211 21.05940284350697,39.43734226208807 21.05940284350697))",,,,,,,True,LOW_both,72.1479746495895,False
Manaus,420.83966,74.0,0.9192036,-2.6160488,-60.08739,-2.6378582,-60.089596,sif_k34_Brazil,0.338974,6129,0.1479354,POINT(-60.209099 -2.609),"POLYGON((-59.849499 -2.249625,-60.568703 -2.249625,-60.568909 -2.968272,-59.849297 -2.968272,-59.849499 -2.249625))",,,,,,,True,LOW_emissions_HIGH_conc,1015.560769723763,False
Manhattan,415.78748,1622.0,3.0286705,39.083614,-96.570274,39.081985,-96.5746,ecostress_us_kon,0.23733473,7022,0.24130984,POINT(-96.5603 39.0824),"POLYGON((-96.79085908233039 38.90201707383774,-96.79203484153561 39.26231914991425,-96.3285651584644 39.26231914991425,-96.32974091766962 38.90201707383774,-96.79085908233039 38.90201707383774))",,,,,,,True,LOW_both,1302.1598546265027,False
Manila,418.60846,3059.0,2.829261,14.550804,121.01749,14.537156,121.01671,fossil_Manila_Philippines,0.28685665,33767,0.19300775,POINT(120.98454 14.58864000000005),"POLYGON((120.6139195967158 14.22682972712524,120.6127080001771 14.94984911650832,121.356371999823 14.94984911650832,121.3551604032842 14.22682972712524,120.6139195967158 14.22682972712524))",,,,,,,True,LOW_emissions_HIGH_conc,5.171280091206708,True
Maracaibo,416.14062,6363.0,3.0620325,10.683636,-71.70684,10.69212,-71.75405,fossil_Maracaibo_Venezuela,0.23069096,32752,0.20689972,POINT(-71.59756999999996 10.68769000000003),"POLYGON((-71.96277227234074 10.32585641771357,-71.96363769317348 11.04908724347818,-71.23150230682644 11.04908724347818,-71.23236772765918 10.32585641771357,-71.96277227234074 10.32585641771357))",,,,,,,True,LOW_both,3.3162496526377314,True
Marietta,415.92786,6410.0,3.128249,34.1078,-84.93577,34.102627,-84.94505,fossil_Bowen_powerplant,0.27236986,14814,0.20377491,POINT(-84.922 34.124),"POLYGON((-85.24617242264931 33.85311389248429,-85.2482433623847 34.39401300834266,-84.5957566376153 34.39401300834266,-84.59782757735067 33.85311389248429,-85.24617242264931 33.85311389248429))",,,,,,,True,LOW_both,517.2489572264169,False
Marseille,414.2356,2.0,3.4848876,43.436188,5.0699205,43.436188,5.0699205,fossil_Fos_sur_Mer_France,0.18470669,2543,0.1733635,POINT(4.945508 43.437733),"POLYGON((5.443322 43.795982,4.447695 43.795982,4.453573 43.077351,5.437444 43.077351,5.443322 43.795982))",,,,,,,True,LOW_both,13.740678849847527,True
Mashhad,415.4248,52490.0,3.478392,36.31662,59.576294,36.330544,59.58017,fossil_Mashhad_Iran,0.04156828,91824,0.1344163,POINT(59.56796000000003 36.31559000000004),"POLYGON((59.124576648231 35.95428566158483,59.12047517507517 36.67521283222335,60.01544482492488 36.67521283222335,60.01134335176909 35.95428566158483,59.124576648231 35.95428566158483))",,,,,,,True,LOW_both,640.4109667393606,False
McMinns Lagoon,411.29913,256.0,0.9199799,-12.469647,131.14218,-12.45056,131.13538,ecostress_au_how,0.16238928,18514,0.14324397,POINT(131.15005 -12.4952),"POLYGON((130.9659282588832 -12.6759239235108,130.9661839307619 -12.31434804500899,131.3339160692381 -12.31434804500899,131.3341717411168 -12.6759239235108,130.9659282588832 -12.6759239235108))",,,,,,,True,LOW_both,26.30698621003188,True
Medellin,419.9941,65.0,1.5648706,6.130688,-75.535736,6.0769715,-75.50638,Medellin_Colombia,0.26872396,2376,0.19170228,POINT(-75.577225 6.261389),"POLYGON((-75.215492 6.620589,-75.938965 6.620589,-75.938461 5.901941,-75.215988 5.901941,-75.215492 6.620589))",,,,,,,True,LOW_emissions_HIGH_conc,199.11440655297235,False
Medina,416.31165,23737.0,3.458293,24.477465,39.599396,24.482193,39.600227,fossil_Medina_Saudi_Arabia,0.022228241,54939,0.10798209,POINT(39.60641000000004 24.46728000000007),"POLYGON((39.21297411750311 24.1056401325987,39.21072351218024 24.82787261317303,40.00209648781984 24.82787261317303,39.99984588249697 24.1056401325987,39.21297411750311 24.1056401325987))",,,,,,,True,LOW_both,156.14616915203985,False
Melbourne,413.20105,15536.0,2.7132068,-37.752632,144.94446,-37.75477,144.96051,fossil_Melbourne_Australia,0.16319895,42436,0.17667978,POINT(144.9671500000001 -37.81748999999996),"POLYGON((144.5106364036571 -38.17697457824525,144.5150535312344 -37.45623120295675,145.4192464687657 -37.45623120295675,145.4236635963431 -38.17697457824525,144.5106364036571 -38.17697457824525))",Australia,East. Southeast Asia & Oceania,4060542.0,257.2,45.11,3.0,False,HIGH_emissions_LOW_conc,13.071401719196967,True
Melun,416.21564,1759.0,2.5645568,48.53028,2.7391958,48.556625,2.719482,ecostress_fr_fon,0.39827538,5920,0.25482336,POINT(2.7801 48.4764),"POLYGON((2.510547286377914 48.29622450586436,2.508634980382169 48.6559340963398,3.05156501961784 48.6559340963398,3.049652713622095 48.29622450586436,2.510547286377914 48.29622450586436))",,,,,,,True,LOW_both,324.34544694235905,False
Memphis,415.45493,43.0,1.4641465,35.00554,-89.8935,34.96547,-89.90862,fossil_memphis_datacenter_USA,0.18315601,7362,0.24463463,POINT(-90.042801 35.073101),"POLYGON((-89.601807 35.431629,-90.483795 35.431629,-90.479927 34.71299,-89.605675 34.71299,-89.601807 35.431629))",,,,,,,True,LOW_both,636.8491132356321,False
Mexico City,417.56714,41765.0,3.1570752,19.443605,-99.09666,19.444693,-99.08465,fossil_Mexico_City_Mexico,0.10206747,90832,0.13969772,POINT(-99.13314999999994 19.43194000000005),"POLYGON((-99.51320582415833 19.07019545101694,-99.5148906061518 19.79287098667811,-98.75140939384809 19.79287098667811,-98.75309417584154 19.07019545101694,-99.51320582415833 19.07019545101694))",Mexico,Latin America,14142563.0,409.2,18.945,27.0,False,LOW_both,259.15926421984307,False
Miami,416.75244,5500.0,2.7318556,25.825884,-80.370804,25.832912,-80.36651,fossil_Miami_USA,0.1654892,30347,0.15030327,POINT(-80.19772999999998 25.77481000000006),"POLYGON((-80.59530594273419 25.41320228088724,-80.59771965369563 26.1353070402394,-79.79774034630432 26.1353070402394,-79.80015405726577 25.41320228088724,-80.59530594273419 25.41320228088724))",USA,North America,5704554.0,438.2,33.174,4.0,False,LOW_both,5.120030307354633,True
Middelburg,415.17828,20326.0,2.6841016,-25.914534,29.198341,-25.91483,29.17799,fossil_Duvha_Kendal_Kriel_Matla_powerplants,0.08592987,32778,0.17303461,POINT(29.175447 -25.878083),"POLYGON((28.87542109764104 -26.14855751561621,28.87678623882201 -25.60698088989468,29.47410776117798 -25.60698088989468,29.47547290235894 -26.14855751561621,28.87542109764104 -26.14855751561621))",,,,,,,True,LOW_both,378.8629404353052,False
Milan,416.2068,26826.0,3.978201,45.43876,9.178252,45.43657,9.183309,fossil_Milan_Italy,0.30294704,58518,0.23808636,POINT(9.18178000000006 45.46796000000006),"POLYGON((8.673517846141579 45.1069142044493,8.667007659058669 45.82669249486886,9.696552340941452 45.82669249486886,9.690042153858542 45.1069142044493,8.673517846141579 45.1069142044493))",Italy,Europe,4337831.0,341.8,24.551,11.0,False,LOW_both,176.23750926467554,False
Minneapolis,413.71173,11616.0,3.7327013,44.950245,-93.28395,44.949207,-93.289345,fossil_Minneapolis_USA,0.28805447,35058,0.25107527,POINT(-93.26493999999997 44.97902000000005),"POLYGON((-93.7689180723804 44.61796227014347,-93.77526364285765 45.33780293049721,-92.75461635714228 45.33780293049721,-92.76096192761953 44.61796227014347,-93.7689180723804 44.61796227014347))",,,,,,,True,LOW_both,1791.5446176813678,False
Miri,420.79053,831.0,1.0869697,4.150858,114.03178,4.135366,114.045,sif_Lambir_Malaysia,0.39275742,9885,0.17418705,POINT(114.016998 4.1865),"POLYGON((114.377457 4.545742,113.65654 4.545742,113.656868 3.827094,114.377121 3.827094,114.377457 4.545742))",,,,,,,True,LOW_emissions_HIGH_conc,6.74001257570834,True
Monterrey,418.28418,17406.0,3.765685,25.757294,-100.27194,25.772566,-100.244865,fossil_Monterrey_Mexico,0.117750645,54510,0.16264811,POINT(-100.30999 25.67093000000006),"POLYGON((-100.707226268261 25.30931966218098,-100.7096267383362 26.03143474495184,-99.91035326166369 26.03143474495184,-99.91275373173895 25.30931966218098,-100.707226268261 25.30931966218098))",,,,,,,True,LOW_emissions_HIGH_conc,320.76781839100255,False
Montpelier,418.3764,48.0,2.7433996,44.21819,-72.34754,44.196754,-72.33136,sif_Northern_Green_Mountains_Vermont_USA,0.56352234,2051,0.29518518,POINT(-72.786575 44.447582),"POLYGON((-72.280121 44.805798,-73.293022 44.805798,-73.286835 44.087162,-72.286316 44.087162,-72.280121 44.805798))",,,,,,,True,LOW_emissions_HIGH_conc,314.23480033947584,False
Montreal,417.42944,12485.0,4.4689474,45.513813,-73.535866,45.51999,-73.52923,fossil_Montreal_Canada,0.18524742,41809,0.27614728,POINT(-73.55468999999994 45.51240000000007),"POLYGON((-74.06334700460472 45.15135527299766,-74.06987241254464 45.87112789440741,-73.03950758745523 45.87112789440741,-73.04603299539515 45.15135527299766,-74.06334700460472 45.15135527299766))",Canada,North America,3380758.0,197.9,32.459,9.0,False,LOW_both,344.51801023901857,False
Mumbai,415.98224,5173.0,3.14082,18.997248,73.03534,19.037472,73.05323,fossil_Mumbai_India,0.12613869,21302,0.13515879,POINT(72.83486000000005 18.94017000000002),"POLYGON((72.4559079657653 18.57841708387648,72.45427396591094 19.30113140403939,73.21544603408915 19.30113140403939,73.21381203423482 18.57841708387648,72.4559079657653 18.57841708387648))",India,South and West Asia,19043780.0,414.4,50.657,8.0,False,HIGH_emissions_LOW_conc,5.314280051458359,True
Munich,417.7338,28157.0,3.0800035,48.163624,11.574103,48.166576,11.572192,fossil_Munich_Germany,0.3382311,71561,0.24682796,POINT(11.57754000000006 48.13641000000007),"POLYGON((11.043837058457 47.77542292932183,11.03632852963423 48.49486131462268,12.11875147036588 48.49486131462268,12.11124294154311 47.77542292932183,11.043837058457 47.77542292932183))",,,,,,,True,LOW_emissions_HIGH_conc,428.31533623709475,False
Nagoya,418.6462,15291.0,3.2978184,35.10097,136.96317,35.066185,136.99431,fossil_Nagoya_Japan,0.15576267,38051,0.18010302,POINT(136.906683388 35.18142047000003),"POLYGON((136.4694639788958 34.82008160365573,136.465585393573 35.54114558151836,137.3477813824271 35.54114558151836,137.3439027971043 34.82008160365573,136.4694639788958 34.82008160365573))",,,,,,,True,LOW_emissions_HIGH_conc,85.38718677824215,False
Nairobi,416.98956,10058.0,2.8904989,-1.2800679,36.815098,-1.2748536,36.823906,fossil_Nairobi_Kenya,0.15399837,51153,0.20948757,POINT(36.8219 -1.2921),"POLYGON((36.46242514690999 -1.653812627211711,36.46252682884426 -0.9303351668843962,37.18127317115574 -0.9303351668843962,37.18137485309001 -1.653812627211711,36.46242514690999 -1.653812627211711))",Kenya,Africa,5277515.0,83.1,35.622,11.0,False,LOW_both,408.7860617331239,False
Namur,415.29245,3377.0,3.0266361,50.57716,4.735809,50.579697,4.736997,ecostress_be_vie,0.3217144,11911,0.23191914,POINT(4.746112999999999 50.55184000000001),"POLYGON((4.464982311066393 50.37170551397033,4.462835709727585 50.73128508321069,5.029390290272431 50.73128508321069,5.027243688933623 50.37170551397033,4.464982311066393 50.37170551397033))",,,,,,,True,LOW_both,210.17687664943327,False
Nanjing,416.3186,2627.0,3.3529441,32.037716,118.82688,32.02184,118.83302,fossil_Nanjing_China,0.23627758,11438,0.18790826,POINT(118.77778 32.06167000000005),"POLYGON((118.3558347928944 31.70023703369554,118.3525099699074 32.42166667736534,119.2030500300927 32.42166667736534,119.1997252071057 31.70023703369554,118.3558347928944 31.70023703369554))",,,,,,,True,LOW_both,263.8978636949185,False
Naples,415.135,12398.0,3.5889266,40.96298,14.330379,40.96032,14.33232,fossil_Naples_Italy,0.22251797,31703,0.195287,POINT(14.25226000000004 40.84014000000008),"POLYGON((13.78052752756346 40.4789706096864,13.77539268399505 41.19933688646658,14.72912731600502 41.19933688646658,14.72399247243661 40.4789706096864,13.78052752756346 40.4789706096864))",,,,,,,True,LOW_both,14.84663786727201,True
New Delhi,415.92105,17309.0,3.2626367,28.612352,77.19571,28.607267,77.19137,fossil_New_Delhi_India,0.14062405,51168,0.1589486,POINT(77.21728000000007 28.63095000000004),"POLYGON((76.80959911030993 28.2694181466221,76.80680019655233 28.99122786065415,77.62775980344787 28.99122786065415,77.62496088969021 28.2694181466221,76.80959911030993 28.2694181466221))",India,South and West Asia,23182754.0,537.3,34.329,14.0,False,LOW_both,1029.8479675632589,False
New Orleans,416.84717,1087.0,3.2597756,29.901276,-90.21228,29.898874,-90.23063,fossil_New_Orleans_USA,0.22055054,5304,0.18524091,POINT(-90.07774999999998 29.95370000000003),"POLYGON((-90.49063994074224 29.59220545468573,-90.49363260342881 30.31387169428743,-89.66186739657115 30.31387169428743,-89.66486005925772 29.59220545468573,-90.49063994074224 29.59220545468573))",,,,,,,True,LOW_both,59.920653431676804,False
New York,416.22794,6832.0,3.59076,40.78531,-74.12531,40.781193,-74.17581,fossil_New_York_USA,0.2693081,15264,0.2326315,POINT(-74.00713999999994 40.71455000000003),"POLYGON((-74.47799614624805 40.35337698988508,-74.48309870136573 41.07375908713141,-73.53118129863414 41.07375908713141,-73.53628385375183 40.35337698988508,-74.47799614624805 40.35337698988508))",USA,North America,10658557.0,1132.0,44.632,3.0,False,HIGH_emissions_LOW_conc,1.292762997053445,True
Newcastle Waters,414.09473,3718.0,3.243857,-17.147799,133.34195,-17.142725,133.34009,ecostress_au_stp,0.06068325,6367,0.12798561,POINT(133.3503 -17.1508),"POLYGON((133.162147715072 -17.33142596769079,133.1625114113854 -16.96999597258115,133.5380885886146 -16.96999597258115,133.538452284928 -17.33142596769079,133.162147715072 -17.33142596769079))",,,,,,,True,LOW_both,345.68698304334765,False
Niagara Falls,414.34143,1174.0,3.3220098,43.220814,-78.61141,43.22219,-78.61523,fossil_Somerset_Operating_powerplant,0.37641335,4995,0.25904942,POINT(-78.6047 43.3589),"POLYGON((-78.97314227531979 43.08827281738955,-78.9764245091456 43.628316893867,-78.2329754908543 43.628316893867,-78.23625772468012 43.08827281738955,-78.97314227531979 43.08827281738955))",,,,,,,True,LOW_both,648.24932037859,False
