Target ID,Target Name,Priority Number,High Priority Start Date,High Priority End Date,Site Center WKT,Site Shape WKT,Number of Desired Observations,Mode,Swath Scale,Scan Direction,Glint Check,Rotate Target,Ascending Centroid WKT,Ascending Polygon WKT,Ascending Along,Ascending Across,Descending Centroid WKT,Descending Polygon WKT,Descending Along,Descending Across,lon,lat,city,country,population,Edit notes,Unnamed: 27,countrycode,gdp_per_capita_country_2024,gdp_bil_usd,coastal_km,is_coastal
C40_001,Auckland_NewZealand,244,,,POINT(174.769989 -36.837498),"POLYGON((175.216858 -36.477333,174.32312 -36.477333,174.318909 -37.195972,175.221085 -37.195972,175.216858 -36.477333))",2,Area Mapping Mode,1.0,0,1,1,POINT(174.7742 -36.834526),"POLYGON((174.580017 -37.270222,174.209106 -36.932243,174.966187 -36.398521,175.33783 -36.734146,174.580017 -37.270222))",90.0,50.0,POINT(174.7742 -36.840469),"POLYGON((174.210495 -36.740204,174.582062 -36.404507,175.339371 -36.938068,174.968552 -37.276123,174.210495 -36.740204))",90.0,50.0,174.769989,-36.837498,Auckland,New Zealand,1377200,,,NZL,49205.17921,67.76537281,30.183376532251046,True
C40_007,Dakar_Senegal,245,,,POINT(-17.2 14.75),"POLYGON((-16.82781 15.109027,-17.572191 15.109027,-17.570965 14.390381,-16.829039 14.390381,-16.82781 15.109027))",2,Area Mapping Mode,1.0,0,1,1,POINT(-17.087214 14.903599),"POLYGON((-17.152233 14.445461,-17.523773 14.714618,-17.021917 15.36172,-16.649889 15.091754,-17.152233 14.445461))",90.0,50.0,POINT(-17.097214 14.546401),"POLYGON((-17.533535 14.735169,-17.16172 15.00461,-16.66164 14.356825,-17.032972 14.088172,-17.533535 14.735169))",90.0,50.0,-17.2,14.75,Thies,Senegal,293001,,,SEN,1773.218299,0.519554735,17.150594346808727,True
C40_008,DaresSalaam_Tanzania,246,,,POINT(39.245556 -6.840556),"POLYGON((39.607193 -6.481097,38.883923 -6.481097,38.883377 -7.199744,39.607735 -7.199744,39.607193 -6.481097))",2,Area Mapping Mode,1.0,0,1,1,POINT(39.078213 -7.016902),"POLYGON((39.025803 -7.476407,38.65728 -7.21535,39.13052 -6.557393,39.498787 -6.81808,39.025803 -7.476407))",90.0,50.0,POINT(39.208191 -6.884214),"POLYGON((38.787788 -6.68528,39.156025 -6.42469,39.628948 -7.08278,39.26046 -7.343732,38.787788 -6.68528))",90.0,50.0,39.245556,-6.840556,Dar es Salaam,Tanzania,2930000,,,TZA,1186.716919,3.477080573,10.818472042089834,True
C40_010,Freetown_SierraLeone,247,,,POINT(-13.238889 8.451388),"POLYGON((-12.875274 8.810545,-13.602503 8.810545,-13.601826 8.091897,-12.875951 8.091897,-12.875274 8.810545))",2,Area Mapping Mode,1.0,0,1,1,POINT(-13.056236 8.635041),"POLYGON((-13.110347 8.175714,-13.479101 8.437626,-13.001993 9.09436,-12.632929 8.831992,-13.110347 8.175714))",90.0,50.0,POINT(-13.126238 8.567742),"POLYGON((-13.549419 8.764799,-13.180357 9.027076,-12.703496 8.370227,-13.07225 8.108402,-13.549419 8.764799))",90.0,50.0,-13.238889,8.451388,Freetown,Sierra Leone,827000,,,SLE,806.6546504,0.667103396,7.3875280547274205,True
C40_011,Fuzhou_China,248,,,POINT(119.296112 26.070835),"POLYGON((119.697372 26.429607,118.894852 26.429607,118.897301 25.710962,119.694923 25.710962,119.697372 26.429607))",2,Area Mapping Mode,1.0,0,1,1,POINT(119.299393 26.074228),"POLYGON((119.193642 25.621693,118.816231 25.915329,119.40596 26.526688,119.783859 26.231516,119.193642 25.621693))",90.0,50.0,POINT(119.299393 26.067444),"POLYGON((118.814957 26.224735,119.192833 26.519905,119.782516 25.908543,119.405128 25.614906,118.814957 26.224735))",90.0,50.0,119.296112,26.070835,Fuzhou,China,2606000,,,CHN,13303.14815,34.66800408,47.948696681711,True
C40_014,Lisbon_Portugal,249,,,POINT(-9.0375 38.705),"POLYGON((-8.57472 39.063419,-9.500281 39.063419,-9.495653 38.34478,-8.579349 38.34478,-8.57472 39.063419))",2,Area Mapping Mode,1.0,0,1,1,POINT(-8.953054 38.787842),"POLYGON((-9.169937 38.357616,-9.536056 38.703609,-8.73354 39.217667,-8.368698 38.869175,-9.169937 38.357616))",90.0,50.0,POINT(-9.033057 38.702148),"POLYGON((-9.616522 38.784321,-9.251287 39.132286,-8.450956 38.617085,-8.81744 38.27161,-9.616522 38.784321))",90.0,50.0,-9.0375,38.705,Lisbon,Portugal,2812000,,,PRT,29292.2421,82.36978479,46.767670751240345,True
C40_015,Medellin_Colombia,250,,,POINT(-75.577225 6.261389),"POLYGON((-75.215492 6.620589,-75.938965 6.620589,-75.938461 5.901941,-75.215988 5.901941,-75.215492 6.620589))",2,Area Mapping Mode,1.0,0,1,1,POINT(-75.574608 6.265049),"POLYGON((-75.626228 5.805471,-75.994293 6.065693,-75.522896 6.724622,-75.154602 6.464071,-75.626228 5.805471))",90.0,50.0,POINT(-75.574608 6.257729),"POLYGON((-75.994591 6.456787,-75.626282 6.717306,-75.154945 6.058337,-75.523033 5.798146,-75.994591 6.456787))",90.0,50.0,-75.577225,6.261389,Medellin,Colombia,3297000,,,COL,7919.208868,26.10963164,199.11440655297235,False
C40_019,Quito_Ecuador,251,,,POINT(-78.506386 -0.181389),"POLYGON((-78.147064 0.177938,-78.865715 0.177938,-78.865723 -0.540709,-78.147049 -0.540709,-78.147064 0.177938))",2,Area Mapping Mode,1.0,0,1,1,POINT(-78.503799 -0.177715),"POLYGON((-78.552742 -0.637554,-78.92009 -0.379087,-78.454857 0.282123,-78.087509 0.023665,-78.552742 -0.637554))",90.0,50.0,POINT(-78.503799 -0.185062),"POLYGON((-78.920067 0.016345,-78.552711 0.274779,-78.087517 -0.38646,-78.45488 -0.644904,-78.920067 0.016345))",90.0,50.0,-78.506386,-0.181389,Quito,Ecuador,1701000,,,ECU,6874.70574,11.69387446,169.97980936629227,False
C40_020,Salvador_Brazil,252,,,POINT(-38.428059 -12.919445),"POLYGON((-38.059925 -12.559863,-38.796192 -12.559863,-38.797253 -13.27851,-38.058865 -13.27851,-38.059925 -12.559863))",2,Area Mapping Mode,1.0,0,1,1,POINT(-38.355335 -12.645824),"POLYGON((-38.415829 -13.104485,-38.786678 -12.837763,-38.295055 -12.187151,-37.924637 -12.453194,-38.415829 -13.104485))",90.0,50.0,POINT(-38.555302 -12.613051),"POLYGON((-38.985905 -12.420341,-38.615482 -12.154367,-38.12405 -12.805073,-38.494904 -13.071724,-38.985905 -12.420341))",90.0,50.0,-38.428059,-12.919445,Salvador,Brazil,3484000,,,BRA,10310.54888,35.9219523,9.033506274354671,True
C40_022,Abidjan_CotedIvoire,253,,,POINT(-4.008333 5.358333),"POLYGON((-3.647213 5.717551,-4.369453 5.717551,-4.369029 4.998904,-3.647638 4.998904,-3.647213 5.717551))",2,Area Mapping Mode,1.0,0,1,1,POINT(-3.8657 5.512),"POLYGON((-3.916704 5.052359,-4.28461 5.312144,-3.814664 5.971637,-3.446555 5.711563,-3.916704 5.052359))",90.0,50.0,POINT(-4.095725 5.464672),"POLYGON((-4.514848 5.664259,-4.146755 5.924312,-3.676881 5.264795,-4.044774 5.005028,-4.514848 5.664259))",90.0,50.0,-4.008333,5.358333,Abidjan,Ivory Coast,3802000,,,CIV,2727.893522,10.37145117,19.95071980357661,True
C40_023,Accra_Ghana,254,,,POINT(-0.195556 5.65),"POLYGON((0.165754 6.009212,-0.556865 6.009212,-0.556417 5.290565,0.165306 5.290565,0.165754 6.009212))",2,Area Mapping Mode,1.0,0,1,1,POINT(-0.072943 5.763665),"POLYGON((-0.124143 5.304045,-0.492091 5.563983,-0.021659 6.22328,0.346501 5.96304,-0.124143 5.304045))",90.0,50.0,POINT(-0.362943 5.826342),"POLYGON((-0.782457 6.025669,-0.414284 6.285951,0.056273 5.626705,-0.311686 5.366728,-0.782457 6.025669))",90.0,50.0,-0.195556,5.65,Accra,Ghana,2121000,,,GHA,2390.772377,5.070828212,19.887853431816033,True
C40_024,Venice_Italy,255,,,POINT(12.231944 45.482502),"POLYGON((12.747731 45.840672,11.716157 45.840672,11.722694 45.12204,12.741194 45.12204,12.747731 45.840672))",2,Area Mapping Mode,1.0,0,1,1,POINT(12.237524 45.584694),"POLYGON((11.89261 45.190777,11.576798 45.581345,12.587306 45.977558,12.898283 45.584232,11.89261 45.190777))",90.0,50.0,POINT(11.987517 45.630268),"POLYGON((11.326228 45.629013,11.636478 46.022713,12.648791 45.627712,12.333669 45.236767,11.326228 45.629013))",90.0,50.0,12.231944,45.482502,Venice,Italy,270816,,,ITA,40385.3414,10.93699662,19.252020804991727,True
C40_027,Curitiba_Brazil,256,,,POINT(-49.265278 -25.428888),"POLYGON((-48.868584 -25.069031,-49.661972 -25.069031,-49.664345 -25.787676,-48.866211 -25.787676,-48.868584 -25.069031))",2,Area Mapping Mode,1.0,0,1,1,POINT(-49.262039 -25.42548),"POLYGON((-49.365181 -25.878473,-49.742863 -25.585241,-49.159668 -24.972416,-48.782497 -25.26416,-49.365181 -25.878473))",90.0,50.0,POINT(-49.262039 -25.432299),"POLYGON((-49.741608 -25.270971,-49.36441 -24.979233,-48.781193 -25.592064,-49.158897 -25.885292,-49.741608 -25.270971))",90.0,50.0,-49.265278,-25.428888,Curitiba,Brazil,3084000,,,BRA,10310.54888,31.79773275,102.00901381420321,False
C40_028,AddisAbaba_Ethiopia,257,,,POINT(38.752499 9.018888),"POLYGON((39.116692 9.378034,38.388309 9.378034,38.38903 8.659387,39.115967 8.659387,39.116692 9.378034))",2,Area Mapping Mode,1.0,0,1,1,POINT(38.755157 9.022533),"POLYGON((38.700581 8.563253,38.33168 8.825479,38.809872 9.481805,39.179096 9.219103,38.700581 8.563253))",90.0,50.0,POINT(38.755157 9.015244),"POLYGON((38.33123 9.211821,38.700451 9.474516,39.178619 8.818181,38.809723 8.555963,38.33123 9.211821))",90.0,50.0,38.752499,9.018888,Addis Ababa,Ethiopia,3100000,,,ETH,1133.882797,3.515036671,537.7850767402928,False
C40_029,Jaipur_India,258,,,POINT(75.787224 26.912222),"POLYGON((76.191483 27.270971,75.382965 27.270971,75.385536 26.552328,76.188919 26.552328,76.191483 27.270971))",2,Area Mapping Mode,1.0,0,1,1,POINT(75.790558 26.91559),"POLYGON((75.680191 26.463789,75.302528 26.759977,75.901817 27.367304,76.279938 27.069521,75.680191 26.463789))",90.0,50.0,POINT(75.790558 26.908852),"POLYGON((75.301224 27.062807,75.679337 27.360573,76.278557 26.753216,75.900894 26.457047,75.301224 27.062807))",90.0,50.0,75.787224,26.912222,Jaipur,India,2917000,,,IND,2694.737809,7.860550189,763.7537909448444,False
C40_032,Christchurch_NewZealand,259,,,POINT(172.545837 -43.528889),"POLYGON((173.038513 -43.168503,172.053162 -43.168503,172.047256 -43.887135,173.044418 -43.887135,173.038513 -43.168503))",2,Area Mapping Mode,1.0,0,1,1,POINT(172.331161 -43.636425),"POLYGON((172.027603 -44.043743,171.693253 -43.66478,172.630646 -43.228317,172.96843 -43.60453,172.027603 -44.043743))",90.0,50.0,POINT(172.451096 -43.481342),"POLYGON((171.815674 -43.447384,172.154892 -43.072266,173.087189 -43.51178,172.751328 -43.889645,171.815674 -43.447384))",90.0,50.0,172.545837,-43.528889,Christchurch,New Zealand,363200,,,NZL,49205.17921,17.87132109,27.754305828904407,True
C40_033,Kinhasa_DRCongo,260,,,POINT(15.300556 -4.3375),"POLYGON((15.660748 -3.978091,14.940365 -3.978091,14.940022 -4.696738,15.661091 -4.696738,15.660748 -3.978091))",2,Area Mapping Mode,1.0,0,1,1,POINT(15.303157 -4.333833),"POLYGON((15.252916 -4.793549,14.885074 -4.534078,15.353335 -3.874113,15.721019 -4.133358,15.252916 -4.793549))",90.0,50.0,POINT(15.303157 -4.341167),"POLYGON((14.885284 -4.140706,15.252962 -3.881449,15.721251 -4.541399,15.353413 -4.800882,14.885284 -4.140706))",90.0,50.0,15.300556,-4.3375,Kinshasa,DR Congo,7843000,,,COD,649.3833386,5.093113525,381.38208022523816,False
ecostress_afln,ecostress_afln,349,,,POINT(-4.291142 53.310312),"POLYGON((-4.589940014269018 53.13022712164176,-4.592460099844658 53.48963675338252,-3.989823900155358 53.48963675338252,-3.992343985730997 53.13022712164176,-4.589940014269018 53.13022712164176))",3,Area Mapping Mode,1.0,0,1,1,POINT(-4.273625 53.320346),"POLYGON((-4.943747 53.090826,-4.956557 53.539915,-3.596319 53.546072,-3.597744 53.096918,-4.943747 53.090826))",90.0,50.0,POINT(-4.273625 53.320278),"POLYGON((-4.949496 53.096842,-4.950939 53.545992,-3.590703 53.539858,-3.603495 53.090769,-4.949496 53.096842))",90.0,50.0,-4.291142,53.310312,Liverpool,United Kingdom,811000,,,GBR,53246.36761,43.18280413,31.037404585004776,True
ecostress_ar_slu,ecostress_ar_slu,310,,,POINT(-66.4598 -33.4648),"POLYGON((-66.67539314436642 -33.64493131982027,-66.67450217929023 -33.28429004710965,-66.24509782070977 -33.28429004710965,-66.24420685563358 -33.64493131982027,-66.67539314436642 -33.64493131982027))",1,Area Mapping Mode,1.0,0,1,1,POINT(-66.455951 -33.461659),"POLYGON((-66.614914 -33.904774,-66.991333 -33.582642,-66.298607 -33.018345,-65.922081 -33.338383,-66.614914 -33.904774))",90.0,50.0,POINT(-66.455951 -33.467941),"POLYGON((-66.989883 -33.34473,-66.613388 -33.024647,-65.920509 -33.588856,-66.296898 -33.911034,-66.989883 -33.34473))",90.0,50.0,-66.4598,-33.4648,San Luis,Argentina,432310,,,ARG,13969.78366,6.039277174,571.2849559200355,False
ecostress_au_asm,ecostress_au_asm,313,,,POINT(133.249 -22.283),"POLYGON((133.0546803535051 -22.46349378268366,133.0551788575422 -22.10227023033011,133.4428211424578 -22.10227023033011,133.4433196464949 -22.46349378268366,133.0546803535051 -22.46349378268366))",2,Area Mapping Mode,1.0,0,1,1,POINT(133.25207 -22.279521),"POLYGON((133.163452 -22.734653,132.787201 -22.449921,133.340118 -21.824341,133.715805 -22.1078,133.163452 -22.734653))",90.0,50.0,POINT(133.25207 -22.286479),"POLYGON((132.788315 -22.114777,133.164001 -21.831303,133.716965 -22.456861,133.340714 -22.741608,132.788315 -22.114777))",90.0,50.0,133.249,-22.283,Alice Springs,Australia,27710,,,AUS,64603.98563,1.790176442,857.4610250189688,False
ecostress_au_cum,ecostress_au_cum,314,,,POINT(150.7236 -33.6153),"POLYGON((150.5076303275388 -33.79542585833054,150.5085279360284 -33.43479337350981,150.9386720639716 -33.43479337350981,150.9395696724613 -33.79542585833054,150.5076303275388 -33.79542585833054))",1,Area Mapping Mode,1.0,0,1,1,POINT(150.727464 -33.612166),"POLYGON((150.567139 -34.055012,150.190857 -33.732239,150.886139 -33.169117,151.262558 -33.48978,150.567139 -34.055012))",90.0,50.0,POINT(150.727464 -33.618434),"POLYGON((150.192307 -33.496128,150.56868 -33.175407,151.26413 -33.73843,150.887894 -34.061256,150.192307 -33.496128))",90.0,50.0,150.7236,-33.6153,Richmond,Australia,13880,,,AUS,64603.98563,0.896703321,73.38983982062872,False
ecostress_au_das,ecostress_au_das,315,,,POINT(131.3881 -14.1592),"POLYGON((131.2026973233534 -14.33989142607945,131.2029903690193 -13.97836288352482,131.5732096309808 -13.97836288352482,131.5735026766466 -14.33989142607945,131.2026973233534 -14.33989142607945))",4,Area Mapping Mode,1.0,0,1,1,POINT(131.390869 -14.155599),"POLYGON((131.327255 -14.613912,130.955643 -14.345072,131.454224 -13.69727,131.825378 -13.965343,131.327255 -14.613912))",90.0,50.0,POINT(131.390869 -14.162801),"POLYGON((130.95636 -13.972531,131.32753 -13.70447,131.826111 -14.352288,131.454468 -14.621116,130.95636 -13.972531))",90.0,50.0,131.3881,-14.1592,Pine Creek,Australia,665,,,AUS,64603.98563,0.04296165,148.5651641047414,False
ecostress_au_dry,ecostress_au_dry,316,,,POINT(132.3706 -15.2588),"POLYGON((132.1842547656041 -15.43946840185666,132.1845732215011 -15.07797410986561,132.5566267784989 -15.07797410986561,132.5569452343959 -15.43946840185666,132.1842547656041 -15.43946840185666))",3,Area Mapping Mode,1.0,0,1,1,POINT(132.3734 -15.255211),"POLYGON((132.307266 -15.713234,131.935043 -15.442708,132.439255 -14.797169,132.810974 -15.066864,132.307266 -15.713234))",90.0,50.0,POINT(132.3734 -15.262389),"POLYGON((131.935837 -15.074004,132.307587 -14.804341,132.811752 -15.449924,132.439499 -15.720417,131.935837 -15.074004))",90.0,50.0,132.3706,-15.2588,Katherine,Australia,10141,,,AUS,64603.98563,0.655149018,307.8405813186239,False
ecostress_au_how,ecostress_au_how,317,,,POINT(131.15005 -12.4952),"POLYGON((130.9659282588832 -12.6759239235108,130.9661839307619 -12.31434804500899,131.3339160692381 -12.31434804500899,131.3341717411168 -12.6759239235108,130.9659282588832 -12.6759239235108))",6,Area Mapping Mode,1.0,0,1,1,POINT(131.070946 -12.600102),"POLYGON((131.010529 -13.058771,130.639709 -12.792102,131.131149 -12.14142,131.501541 -12.407413,131.010529 -13.058771))",90.0,50.0,POINT(131.218239 -12.585635),"POLYGON((130.787674 -12.392924,131.158066 -12.12695,131.649445 -12.777657,131.278625 -13.044307,130.787674 -12.392924))",90.0,50.0,131.15005,-12.4952,McMinns Lagoon,Australia,5025,,,AUS,64603.98563,0.324635028,26.30698621003188,True
ecostress_au_lit,ecostress_au_lit,18,,,POINT(130.7945 -13.179),"POLYGON((130.6098727647741 -13.35971091416863,130.6101436473157 -12.99815382435098,130.9788563526843 -12.99815382435098,130.979127235226 -13.35971091416863,130.6098727647741 -13.35971091416863))",6,Area Mapping Mode,1.0,0,1,1,POINT(130.797243 -13.175389),"POLYGON((130.735703 -13.633935,130.364594 -13.366504,130.858551 -12.716829,131.229218 -12.98355,130.735703 -13.633935))",90.0,50.0,POINT(130.797243 -13.182611),"POLYGON((130.36525 -12.990791,130.735916 -12.724053,131.229919 -13.373707,130.858795 -13.641154,130.36525 -12.990791))",90.0,50.0,130.7945,-13.179,Adelaide River,Australia,237,,,AUS,64603.98563,0.015311145,54.60821931678183,False
ecostress_au_stp,ecostress_au_stp,319,,,POINT(133.3503 -17.1508),"POLYGON((133.162147715072 -17.33142596769079,133.1625114113854 -16.96999597258115,133.5380885886146 -16.96999597258115,133.538452284928 -17.33142596769079,133.162147715072 -17.33142596769079))",1,Area Mapping Mode,1.0,0,1,1,POINT(133.35316 -17.147235),"POLYGON((133.282104 -17.604671,132.908798 -17.330912,133.423874 -16.689774,133.796631 -16.962589,133.282104 -17.604671))",90.0,50.0,POINT(133.35316 -17.154365),"POLYGON((132.909668 -16.969707,133.282455 -16.696901,133.797531 -17.338053,133.42421 -17.611803,132.909668 -16.969707))",90.0,50.0,133.3503,-17.1508,Newcastle Waters,Australia,10,,,AUS,64603.98563,0.00064604,345.68698304334765,False
ecostress_au_tum,ecostress_au_tum,320,,,POINT(148.1517 -35.6566),"POLYGON((147.9303366299656 -35.83665050657066,147.9313292342699 -35.47613903000912,148.3720707657301 -35.47613903000912,148.3730633700344 -35.83665050657066,147.9303366299656 -35.83665050657066))",1,Area Mapping Mode,1.0,0,1,1,POINT(148.155774 -35.653564),"POLYGON((147.974976 -36.092178,147.601578 -35.76004,148.334595 -35.214684,148.708481 -35.544556,147.974976 -36.092178))",90.0,50.0,POINT(148.155775 -35.659635),"POLYGON((147.603012 -35.550713,147.976837 -35.220779,148.710037 -35.766026,148.336685 -36.098221,147.603012 -35.550713))",90.0,50.0,148.1517,-35.6566,Tumut,Australia,6526,,,AUS,64603.98563,0.42160561,234.26599348230135,False
ecostress_au_wom,ecostress_au_wom,321,,,POINT(144.0944 -37.4222),"POLYGON((143.867911540734 -37.6021835282658,143.8689944477289 -37.2417791209371,144.3198055522711 -37.2417791209371,144.320888459266 -37.6021835282658,143.867911540734 -37.6021835282658))",1,Area Mapping Mode,1.0,0,1,1,POINT(144.098679 -37.419263),"POLYGON((143.897293 -37.853329,143.527969 -37.512283,144.297745 -36.984859,144.667953 -37.323505,143.897293 -37.853329))",90.0,50.0,POINT(144.098679 -37.425137),"POLYGON((143.529327 -37.329483,143.899475 -36.990768,144.669464 -37.518055,144.300217 -37.859165,143.529327 -37.329483))",90.0,50.0,144.0944,-37.4222,Ballarat,Australia,85109,,,AUS,64603.98563,5.498380613,103.02614392760096,False
ecostress_au_ync,ecostress_au_ync,322,,,POINT(146.2907 -34.9893),"POLYGON((146.071160037282 -35.16937539439802,146.0721205463286 -34.80882400526973,146.5092794536714 -34.80882400526973,146.5102399627181 -35.16937539439802,146.071160037282 -35.16937539439802))",1,Area Mapping Mode,1.0,0,1,1,POINT(146.294702 -34.98623),"POLYGON((146.12088 -35.426315,145.746414 -35.097301,146.46666 -34.545898,146.841492 -34.8727,146.12088 -35.426315))",90.0,50.0,POINT(146.294703 -34.992369),"POLYGON((145.747879 -34.878849,146.122711 -34.55204,146.843033 -35.103428,146.468552 -35.432453,145.747879 -34.878849))",90.0,50.0,146.2907,-34.9893,Leeton,Australia,7299,,,AUS,64603.98563,0.471544491,426.0363326767275,False
ecostress_bdog,ecostress_bdog,350,,,POINT(-1.481935 51.530216),"POLYGON((-1.769011261461884 51.35009981825127,-1.771281352657041 51.70961867319674,-1.192588647342944 51.70961867319674,-1.194858738538102 51.35009981825127,-1.769011261461884 51.35009981825127))",0,Area Mapping Mode,1.0,0,1,1,POINT(-1.474763 51.530734),"POLYGON((-2.074999 51.259464,-2.164547 51.705143,-0.867373 51.798904,-0.790304 51.352314,-2.074999 51.259464))",90.0,50.0,POINT(-1.474763 51.529697),"POLYGON((-2.159231 51.351311,-2.082103 51.797901,-0.784971 51.704067,-0.874577 51.258396,-2.159231 51.351311))",90.0,50.0,-1.481935,51.530216,Oxford,United Kingdom,192796,,,GBR,53246.36761,10.26568669,148.96749487699,False
ecostress_be_lon,ecostress_be_lon,298,,,POINT(5.9981 50.305),"POLYGON((5.718417781356493 50.12486078489908,5.716300934005204 50.48445573750933,6.279899065994783 50.48445573750933,6.277782218643495 50.12486078489908,5.718417781356493 50.12486078489908))",5,Area Mapping Mode,1.0,0,1,1,POINT(6.004887 50.306176),"POLYGON((5.489194 49.982712,5.300485 50.415318,6.527617 50.627327,6.706001 50.192799,5.489194 49.982712))",90.0,50.0,POINT(6.004887 50.303823),"POLYGON((5.303646 50.190849,5.482637 50.625275,6.709404 50.41256,6.520099 49.980061,5.303646 50.190849))",90.0,50.0,5.9981,50.305,Liege,Belgium,749110,,,BEL,56614.56795,42.410539,335.1156995162919,False
ecostress_be_vie,ecostress_be_vie,297,,,POINT(4.746112999999999 50.55184000000001),"POLYGON((4.464982311066393 50.37170551397033,4.462835709727585 50.73128508321069,5.029390290272431 50.73128508321069,5.027243688933623 50.37170551397033,4.464982311066393 50.37170551397033))",3,Area Mapping Mode,1.0,0,1,1,POINT(4.752975 50.552919),"POLYGON((4.223882 50.236561,4.048651 50.671638,5.289189 50.866848,5.453698 50.429974,4.223882 50.236561))",90.0,50.0,POINT(4.752975 50.55076),"POLYGON((4.05227 50.427849,4.216822 50.864712,5.45728 50.669445,5.282007 50.234379,4.05227 50.427849))",90.0,50.0,4.746113,50.55184,Namur,Belgium,106284,,,BEL,56614.56795,6.01722274,210.17687664943327,False
ecostress_br_cmt,ecostress_br_cmt,333,,,POINT(-56.0882 -13.2875),"POLYGON((-56.27291010670355 -13.46820880551857,-56.27263679222582 -13.1066547824628,-55.90376320777419 -13.1066547824628,-55.90348989329647 -13.46820880551857,-56.27291010670355 -13.46820880551857))",3,Area Mapping Mode,1.0,0,1,1,POINT(-56.085454 -13.28389),"POLYGON((-56.147198 -13.742413,-56.518375 -13.474842,-56.023945 -12.825353,-55.653217 -13.092207,-56.147198 -13.742413))",90.0,50.0,POINT(-56.085454 -13.29111),"POLYGON((-56.517719 -13.099461,-56.147003 -12.832577,-55.652504 -13.482028,-56.02367 -13.749628,-56.517719 -13.099461))",90.0,50.0,-56.0882,-13.2875,Sinop,Brazil,8961,,,BRA,10310.54888,0.092392829,1591.6122046032779,False
ecostress_br_no,ecostress_br_no,312,,,POINT(-56.76666700000001 -16.616667),"POLYGON((-56.95428493189533 -16.7973053035508,-56.95393421567819 -16.43585648135678,-56.57939978432185 -16.43585648135678,-56.57904906810469 -16.7973053035508,-56.95428493189533 -16.7973053035508))",3,Area Mapping Mode,1.0,0,1,1,POINT(-56.763825 -16.613095),"POLYGON((-56.833405 -17.070711,-57.206402 -16.797916,-56.694576 -16.155457,-56.322102 -16.427338,-56.833405 -17.070711))",90.0,50.0,POINT(-56.763825 -16.620239),"POLYGON((-57.20557 -16.434494,-56.833088 -16.162601,-56.321228 -16.805048,-56.694229 -17.077852,-57.20557 -16.434494))",90.0,50.0,-56.766667,-16.616667,Caceres,Brazil,85274,,,BRA,10310.54888,0.879221745,1414.6348390407668,False
ecostress_ca_pr_emss,ecostress_ca_pr_emss,286,,,POINT(-118.344 56.7438),"POLYGON((-118.669302470728 56.56376657836598,-118.6724209497067 56.92297139684919,-118.0155790502933 56.92297139684919,-118.018697529272 56.56376657836598,-118.669302470728 56.56376657836598))",2,Area Mapping Mode,1.0,0,1,1,POINT(-118.32581 56.753834),"POLYGON((-119.055392 56.524057,-119.070406 56.973139,-117.587328 56.979296,-117.589937 56.530145,-119.055392 56.524057))",90.0,50.0,POINT(-118.32581 56.753766),"POLYGON((-119.061671 56.530069,-119.064295 56.979219,-117.581225 56.973078,-117.596216 56.524,-119.061671 56.530069))",90.0,50.0,-118.344,56.7438,Peace River,Canada,5340,,,CAN,54340.34772,0.290177457,1356.065484451677,False
ecostress_ch_dav,ecostress_ch_dav,343,,,POINT(9.855917 46.815333),"POLYGON((9.594725182637632 46.63512290812367,9.592977204390138 46.99493739703703,10.11885679560987 46.99493739703703,10.11710881736238 46.63512290812367,9.594725182637632 46.63512290812367))",2,Area Mapping Mode,1.0,0,1,1,POINT(9.86179 46.817339),"POLYGON((9.482484 46.435249,9.186456 46.835777,10.246516 47.198158,10.536612 46.79493,9.482484 46.435249))",90.0,50.0,POINT(9.861789 46.813327),"POLYGON((9.187003 46.791111,9.477324 47.194256,10.537083 46.831573,10.240837 46.431129,9.187003 46.791111))",90.0,50.0,9.855917,46.815333,Chur,Switzerland,38293,,,CHE,103998.1867,3.982402563,358.7968541568821,False
ecostress_ch_fru,ecostress_ch_fru,344,,,POINT(8.537778 47.115833),"POLYGON((8.275128651217187 46.93562926785075,8.273352308811297 47.29542474237181,8.802203691188708 47.29542474237181,8.800427348782819 46.93562926785075,8.275128651217187 46.93562926785075))",2,Area Mapping Mode,1.0,0,1,1,POINT(8.543721 47.117788),"POLYGON((8.155282 46.738998,7.86494 47.142044,8.93772 47.495243,9.221833 47.089527,8.155282 46.738998))",90.0,50.0,POINT(8.54372 47.113878),"POLYGON((7.865638 47.085831,8.150005 47.491455,9.222466 47.13792,8.931877 46.73497,7.865638 47.085831))",90.0,50.0,8.537778,47.115833,Zug,Switzerland,23435,,,CHE,103998.1867,2.437197505,440.43977853313044,False
ecostress_ch_lae,ecostress_ch_lae,342,,,POINT(8.364389 47.478333),"POLYGON((8.099949787487077 47.29813688322951,8.098138452350668 47.65790943923712,8.63063954764931 47.65790943923712,8.6288282125129 47.29813688322951,8.099949787487077 47.29813688322951))",3,Area Mapping Mode,1.0,0,1,1,POINT(8.370418 47.480223),"POLYGON((7.970529 47.105675,7.687572 47.511791,8.776039 47.853359,9.052391 47.444607,7.970529 47.105675))",90.0,50.0,POINT(8.370417 47.476442),"POLYGON((7.688488 47.440865,7.964873 47.849602,9.053217 47.507973,8.77023 47.101871,7.688488 47.440865))",90.0,50.0,8.364389,47.478333,Zurich,Switzerland,1108000,,,CHE,103998.1867,115.2299909,501.61304975086745,False
